Step,Link,Average Link Speed,Average Link Occupancy,Average Running Vehicles,Average Halting Vehicles,Average CO Emission,Average CO2 Emission,Average HC Emission,Average PMx Emission,Average NOx Emission,Average Fuel Consumption
5051 - 5100,gneE35,7.269950461882278,0.11524113550290777,8.68,0.08,329.61891372187364,15541.26621570273,1.8601187036764966,0.27206953380124443,6.363305928304279,6.680603791415332
5051 - 5100,gneE36,12.376454765542837,0.10311883928669696,5.74,0.0,203.6897227988272,16957.16650591898,1.3253395544117392,0.2868387071662429,6.793771094288016,7.2891368915334604
5051 - 5100,gneE37,5.590008786764148,0.13629647875174397,10.38,5.22,1090.9727606243223,28780.332715338573,5.643302111998817,0.6114269042594632,12.474540264671376,12.371826922943317
5051 - 5100,gneE38,6.199069660622124,0.15658540466492693,12.04,0.54,586.6580980007254,24147.27060409263,3.2345755030892263,0.4453476122726983,10.103334875542068,10.38002293277143
5051 - 5100,gneE39,10.745876366694098,0.13446458345491005,7.32,0.0,241.54344521093944,17273.559621828364,1.5040166550763738,0.2911018489610663,6.96193395778321,7.425166236780426
5051 - 5100,gneE40,10.835206476696168,0.07539304877598851,5.78,0.66,238.9973611687974,14714.076022325193,1.433331536218438,0.2583527735823507,5.989628547911905,6.324966784869587
5051 - 5100,gneE41,8.89569227367382,0.0737710813272568,5.62,0.76,181.7998416828043,9378.499312563747,1.0435017083919425,0.15758628068371375,3.749670324056171,4.031463100324654
5051 - 5100,gneE42,11.157953202718227,0.12644636182392893,7.0,0.0,259.15079905982543,18264.19711472991,1.6079648648927036,0.3112507473644834,7.387042969199353,7.850996611923664
5051 - 5100,gneE44,5.336995308073308,0.15177276687120592,11.52,6.22,1248.7180915457332,32010.871020093495,6.4382634412217,0.6893469735591603,13.926763743449845,13.760558103535523
5051 - 5100,gneE45,13.178935829089419,0.023449341209608253,1.22,0.0,51.045966720471505,3963.1891291417014,0.32628871829422273,0.0711994312934368,1.6200365928761231,1.7035960339650345
5051 - 5100,gneE45-n,13.114293556412916,0.02117652253963506,1.14,0.0,50.25535616205753,3655.398215843573,0.3146686697379962,0.06294996916274247,1.4838895739730924,1.5712967364886483
5051 - 5100,gneE47,0.9746644003135665,0.13447779362531276,12.64,10.72,1945.48987679178,33858.31951799797,9.653218632977628,0.8205695146754493,15.353588196591897,14.555115009442188
5051 - 5100,gneE47-n,6.646503271846256,0.02867289015464198,2.62,1.92,249.74729367161018,4395.004397311259,1.2404193258731424,0.10663595817311058,1.996106743037161,1.8893347355669214
5051 - 5100,gneE48,6.537801353800706,0.028789554947984197,2.66,2.04,277.6303924895865,4993.8459036342765,1.3811668366103589,0.11846619942674742,2.2470852941872925,2.146765354382183
5051 - 5100,gneE48-n,1.4249362989761902,0.11548362891413447,10.86,8.82,1615.0190101778874,28755.805008821135,8.02801182014983,0.6904110212248304,12.984777773987714,12.361610145436781
5051 - 5100,gneE49,13.284930821920204,0.019684741312064425,1.06,0.0,53.02725227635745,3779.362708118979,0.33079572210148656,0.06925554524333552,1.5596710459414647,1.6245783395032438
5051 - 5100,gneE49-n,13.352953880344664,0.02227212706591146,1.16,0.0,51.26924213097495,4270.698915697951,0.333625918689215,0.07416709159240246,1.720921603256806,1.8357820434593604
5051 - 5100,gneE51,7.6480784269139255,0.030566898901612394,1.58,0.36,65.04896326058528,2902.5162444914104,0.3640336760043062,0.053775147991943634,1.1970711964055676,1.2476817631029846
5051 - 5100,gneE52,8.1279587126563,0.04050281347368018,2.14,0.92,139.16081298958775,4570.456818782976,0.7395025295046493,0.08723361797835148,1.9033813604516667,1.9646934878733626
5051 - 5100,gneE53,6.256572199701447,0.02823536400831501,1.44,0.96,180.00095736252283,4044.1412805461177,0.9142978046577059,0.08832712783566896,1.7686357758809081,1.7384777302016639
5051 - 5100,gneE53-n,6.870342146547978,0.10639634699056932,5.56,2.4,429.4337058099419,12289.674948731785,2.2446464050734583,0.25961269714521523,5.340939510162368,5.282942044421642
5051 - 5100,gneE54,1.8527136256271657,0.05532962576203346,5.24,4.06,681.8969608901716,12915.454515132644,3.4076234490086934,0.3001884549364805,5.760823730158689,5.552103386966908
5051 - 5100,gneE54-n,13.348245009998127,0.006626294323757158,0.68,0.0,37.50093093463588,2579.366259707352,0.23168857221927147,0.04672848602170579,1.0633271036940253,1.1087554688475292
5051 - 5100,gneE55,13.460655794670547,0.007064806507818997,0.68,0.0,36.63154415423408,2746.9212333236433,0.2314295392514002,0.04930629752690587,1.1245446212961547,1.1807782570651002
5051 - 5100,gneE55-n,2.2132025540499187,0.03048343481007395,2.88,2.06,356.87904823082465,7391.653054683907,1.7982042359296313,0.16851566239765062,3.2694101274502594,3.177505301993022
5051 - 5100,gneE56,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5051 - 5100,gneE56-n,6.625123365015991,0.023490455729774623,1.2,0.96,142.17086307018053,2642.3928309964126,0.7090343685377298,0.06041228249983181,1.1705520160643899,1.1359174006565502
5051 - 5100,gneE57,12.274382162668726,0.04593120140581978,2.4,0.08,114.23623333783357,8041.85933906647,0.7094328084126492,0.14573191243490685,3.3056342994205585,3.4568381223567446
5051 - 5100,gneE58,5.461520698782533,0.13139661612454379,6.84,2.56,370.55485011996313,12091.791221303101,1.9704822855798128,0.2371917645285961,5.102184834890901,5.197865138443004
5051 - 5100,gneE59,7.820689037656284,0.11886009506948128,6.26,1.94,256.12714616158564,11406.10291193962,1.4333796446672693,0.21039749118657597,4.701043844944086,4.9030531796259424
5051 - 5100,gneE60,6.911776924489025,0.0947115711461698,4.98,2.66,359.76539719433043,8863.773147993958,1.8455279848487427,0.18649586744960003,3.8104753489894403,3.810303126746959
5051 - 5100,gneE61,5.805877046403703,0.09174863342627698,4.74,3.14,464.6616630705669,9333.393080341624,2.3347831814568756,0.21516265415390767,4.168278416799492,4.012221567967675
5051 - 5100,gneE62,5.753671221633953,0.09133341547964165,4.74,1.22,225.01334167183103,8515.807490318857,1.2238799132533849,0.16198817417268832,3.577974192285116,3.660641967733742
5051 - 5100,gneE63,12.942553301684272,0.06727664187178249,26.86,0.0,526.4251155575624,58731.847769394306,3.751227167069308,0.8503735005411996,22.326526947249604,25.246320626824254
5051 - 5100,gneE63-n,3.6064162777000455,0.19246051192083777,76.52,12.86,5035.803360304678,140610.64335917344,26.20834488712811,2.8596047511281495,60.52998889626692,60.44432127923179
5051 - 5100,gneE64,12.061973939984098,0.06660349362443334,26.7,0.0,588.1656055010109,57574.41734980789,4.003786103512205,0.8390135228951645,22.07505473207993,24.748828322511425
5051 - 5100,gneE64-n,9.638334712495881,0.08606783239518684,34.14,0.58,1338.1976286493914,77318.02990027519,7.895631293785901,1.316144743370182,31.22236165819273,33.235924051142526
5051 - 5100,gneE65,13.017897742120415,0.0745059732215966,29.76,0.0,622.6136569061468,66696.19046198363,4.3771757158656435,0.9949049804511273,25.565367319883403,28.669826639819124
5051 - 5100,gneE65-n,4.129898535410322,0.17136627992975345,68.14,6.14,4260.062270060251,123725.14708735376,22.280601349387165,2.478135826858748,52.89868947577367,53.185673814458994
5051 - 5100,gneE66,12.869066178992878,0.06552822391799423,26.22,0.0,500.8643145678428,56060.31304893369,3.5670270300177287,0.8020172763387002,21.247746723037547,24.097954241020673
5051 - 5100,gneE66-n,10.872731431585928,0.0747621052927302,29.62,0.82,965.6768043256747,65902.988027288,5.924307077603009,1.0620823197942095,26.059584375439822,28.329012777088938
5101 - 5150,gneE32,3.518733039499246,0.2140780364456775,16.34,0.14,1160.6057816934606,31823.38395596167,6.027188008622175,0.6529191491371384,13.793248657545512,13.679926863700686
5101 - 5150,gneE33,9.244194851454255,0.18546137714511768,10.02,0.0,336.7431132066644,19701.71556260681,1.9938138689875808,0.340022622731665,8.004085609960589,8.468965821639836
5101 - 5150,gneE34,7.193919533354205,0.1086557015321578,8.36,2.84,495.18232757643426,19399.751297492207,2.709829956204919,0.3711088257040537,8.098181421703915,8.339249931698667
5101 - 5150,gneE35,6.308709838678794,0.12118728648116356,9.2,0.1,518.0553021184851,18439.254073644675,2.790023860312733,0.3550997676867505,7.797996315277196,7.926395180159715
5101 - 5150,gneE36,12.087997268481743,0.10479431560657065,5.84,0.0,186.44890660373093,15638.048965862094,1.2137341922198366,0.25701004544120054,6.2136383940715625,6.7221169854426
5101 - 5150,gneE37,9.33446322996673,0.05527098456898214,4.2,1.14,194.77265564014175,9102.92164044337,1.1000262921541293,0.16716686266825515,3.742928009109181,3.912995739574104
5101 - 5150,gneE38,5.174864728091703,0.1544320007486923,11.68,0.12,789.0546590026082,22957.112140626,4.127461820521492,0.45509627302294253,9.810544654336255,9.868567071423852
5101 - 5150,gneE39,12.284716591117906,0.11004438455827754,6.08,0.0,196.05088235959215,16091.1775256101,1.2679654983208084,0.2573237253418982,6.372700201918792,6.9169094632317965
5101 - 5150,gneE40,7.056003613363058,0.1975960440884677,15.0,4.58,1041.4432806314126,37636.74565667811,5.626348697214443,0.7404790440066403,15.93658720073766,16.1787011168705
5101 - 5150,gneE41,8.951913124813496,0.0865499348585091,6.52,0.96,233.40188087150548,10664.8862085611,1.3094547311054994,0.18008290330407406,4.279740193495747,4.584453143298964
5101 - 5150,gneE42,11.411197957263594,0.11759606534723174,6.48,0.0,216.35117462323066,16642.841904283036,1.3721667535184325,0.2645363591034577,6.596242023862918,7.154058841215573
5101 - 5150,gneE44,7.266995239682192,0.12282388994165544,9.38,3.64,536.8093570484764,19013.78498659824,2.8893022202798617,0.3700983993033821,7.972325632428237,8.173371788139347
5101 - 5150,gneE45,13.879100007764725,0.000380112513303938,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5101 - 5150,gneE45-n,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5101 - 5150,gneE47,1.106652779753122,0.14813242784380315,13.96,11.16,1551.3970393922648,26974.73953296635,7.697369741962365,0.6549391081955045,12.230943253481202,11.595981489656783
5101 - 5150,gneE47-n,13.773722302028162,0.00021222410865874363,0.02,0.0,0.8085576830382692,43.89780299733965,0.00463403762354676,0.00039629629155894916,0.015681990638545414,0.01887046221728414
5101 - 5150,gneE48,13.787272992555788,0.00021222410865874363,0.02,0.0,2.2304880838355996,119.96860503141436,0.012998065847860216,0.0023431036805497715,0.0512246766230593,0.051569283841963666
5101 - 5150,gneE48-n,1.1404752763894357,0.1273344651952462,12.0,9.86,1364.5797450738517,23198.788401423717,6.757556759106962,0.5659950316805422,10.527970469996482,9.972786988150643
5101 - 5150,gneE49,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5101 - 5150,gneE49-n,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5101 - 5150,gneE51,7.324344201937752,0.09876246241947513,5.18,0.34,191.6237275409599,11664.47128465887,1.1444309686722876,0.19620208480879753,4.688586585886065,5.014084484562216
5101 - 5150,gneE52,8.886632361482073,0.13066593526181175,6.84,1.8,484.4588559838134,18440.05611858555,2.6397751523480624,0.3632123597458316,7.796115757089545,7.926704363249154
5101 - 5150,gneE53,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5101 - 5150,gneE53-n,8.466995887283817,0.09448854192670311,5.02,2.28,371.5595631462248,11578.549577003647,1.9652165507818549,0.24098420487201658,4.974119054324147,4.977232611498061
5101 - 5150,gneE54,0.6759243802782994,0.07313224887243482,6.86,6.22,1012.5391041529604,16734.590873925183,5.003545416272531,0.41482650100524343,7.643608931662457,7.193945624972744
5101 - 5150,gneE54-n,4.704293873358768,0.019949066213921875,1.88,0.58,103.66032988932926,3969.969462100926,0.5646212338235483,0.07198666723651312,1.6224021612841142,1.7065550133272547
5101 - 5150,gneE55,5.991872211196014,0.0215270688171423,2.0,0.46,87.85757478548777,4145.002558694099,0.495967650006859,0.07131495518824052,1.6553269082402604,1.7817855079477354
5101 - 5150,gneE55-n,0.9370391718963731,0.051773630080585775,4.84,4.26,696.2751532777959,11836.40584642331,3.4480612326636826,0.28823078655051443,5.370957914600921,5.088281603711101
5101 - 5150,gneE56,5.8639393358974505,0.07233609072916618,3.82,2.56,367.57411630675483,6942.469041378228,1.8358829384003668,0.15998622257048767,3.0748219475514666,2.9844370346496962
5101 - 5150,gneE56-n,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5101 - 5150,gneE57,7.575585638644449,0.1185899952988479,6.2,1.76,391.97369600793917,14308.679670675781,2.121091404724856,0.2805905142352987,6.053069762829738,6.150791556736143
5101 - 5150,gneE58,6.389511703249215,0.12841923318756138,6.7,2.42,617.6360467661314,19202.40175387011,3.2642036917084005,0.39348832187891447,8.225293357981739,8.254481592073871
5101 - 5150,gneE59,6.676670927299424,0.09893488931916578,5.18,3.18,599.2910650899505,14016.450333266439,3.0576978736676472,0.3091149154517462,6.149700529103734,6.025304489954894
5101 - 5150,gneE60,6.86860188556074,0.095717907315792,4.98,2.56,546.886575444763,14182.921563127278,2.8233982383782514,0.30389226062267644,6.151523864400786,6.096830216314371
5101 - 5150,gneE61,9.710825705856847,0.09300980363006625,4.96,1.98,222.80656047536405,8322.14678647466,1.209899346120524,0.16267919902131311,3.5018167517884375,3.577392250560476
5101 - 5150,gneE62,5.4487183228954,0.16815819019248682,8.68,2.64,657.0992786741168,18969.485637450936,3.4368547623274397,0.3919945388467393,8.198043279166173,8.154388428612421
5101 - 5150,gneE63,12.7382533348284,0.07083020172619765,28.3,0.0,568.123560595786,60875.80538161236,3.993336753595829,0.8918919843405486,23.263211259674854,26.167914754873046
5101 - 5150,gneE63-n,5.505068929225145,0.1770573565920975,70.46,2.7,3971.4477490991003,139825.75717556404,21.335231765216577,2.659871194309472,58.9559327730789,60.106320290143145
5101 - 5150,gneE64,12.558224317245141,0.06271327446405937,25.06,0.0,537.9235972787942,54665.99215362111,3.702554451552089,0.8089094347581094,20.96661984645144,23.498587686988618
5101 - 5150,gneE64-n,10.765885873503855,0.08098456204583741,32.12,0.46,1075.337376497194,70895.28592408184,6.546254256588643,1.17768370738889,28.21136061360039,30.474981276565003
5101 - 5150,gneE65,12.839760819063939,0.0630487705571347,25.18,0.0,461.1791086927073,51630.66908237437,3.2836241312709897,0.7371122943841237,19.55046652515193,22.193840872884344
5101 - 5150,gneE65-n,5.441441357323779,0.16943761422778283,67.46,6.0,3716.557912183926,128407.7975433375,19.911599623504948,2.4346902726835116,53.98966979622941,55.198212112088086
5101 - 5150,gneE66,12.601071012504885,0.07202815025449481,28.82,0.0,578.877844475999,61413.15617541173,4.057252473037195,0.8920354824496275,23.451664823834967,26.39891312942869
5101 - 5150,gneE66-n,10.660805235307798,0.07565008339377371,30.06,0.52,972.1004699064496,66424.20904758743,5.965450642430503,1.07823681843196,26.351598915334733,28.553047642955026
5151 - 5200,gneE32,4.671362110560034,0.21201317703256575,16.32,2.1,768.9173687909389,22530.78266543687,4.026068705953123,0.4465385598745453,9.622319770970238,9.685296972052363
5151 - 5200,gneE33,7.879696036920327,0.19648126097026167,10.9,0.0,523.6233282858975,24699.562758894976,2.9616480792619804,0.4472369843338086,10.238940713628992,10.61738459503228
5151 - 5200,gneE34,8.66297266226529,0.12867849498849526,9.76,2.54,767.1912774674455,28858.028679874926,4.171153002811888,0.5608600177218207,12.10450163823929,12.405033168291654
5151 - 5200,gneE35,5.829557961665455,0.10505934921216621,8.0,0.44,307.43891092173135,11420.56080711396,1.665428221339606,0.21180529817184737,4.742741800363632,4.909306980548078
5151 - 5200,gneE36,11.9967563026175,0.07400210386330144,4.16,0.0,125.81624166583266,10742.040023586216,0.822303371852989,0.1701049990434807,4.230218412577935,4.6175432698483
5151 - 5200,gneE37,9.529257519718497,0.0959254213907551,7.34,1.18,398.7552962000947,20127.287105082654,2.2858974900064255,0.358511794247276,8.209688669098618,8.65193537036494
5151 - 5200,gneE38,5.688544458898161,0.13641251918407873,10.36,0.26,426.36281386070704,15094.70084888724,2.2920067715655086,0.27907745784406823,6.275704966741372,6.488710877767173
5151 - 5200,gneE39,11.800268561790398,0.08830515154420666,4.82,0.0,182.4010576512566,13558.768994792534,1.146794376125694,0.22867191529119754,5.461417505900281,5.828330040285035
5151 - 5200,gneE40,6.6214265795604055,0.17026743041847467,13.06,5.94,905.8172381927391,26796.587332963623,4.753548640626719,0.5506891378910107,11.460762992338157,11.519010323869413
5151 - 5200,gneE41,5.920611886174721,0.18836416573388015,14.42,3.22,717.3418525270704,22100.170384831312,3.780156739826614,0.4277901713796417,9.30919752330551,9.500180293114603
5151 - 5200,gneE42,11.395016475086255,0.1408452425267343,7.88,0.0,306.5503272849851,23067.474534600926,1.939511647104837,0.4051237718397251,9.396872709466715,9.91568497726179
5151 - 5200,gneE44,7.83632705999666,0.13463826217860977,10.22,3.12,878.7782562307157,31470.278423572203,4.7437418944802445,0.6325778408885719,13.397299291557323,13.52794365845188
5151 - 5200,gneE45,13.531572185319922,0.011101525560413996,0.6,0.0,10.779407540766229,1296.2905659449618,0.07828173405639888,0.01830974598331145,0.4874957225009784,0.5572202188652273
5151 - 5200,gneE45-n,13.51701090035133,0.026638829182304997,1.36,0.0,23.31517999336489,2717.162215476544,0.16898306065462398,0.03898372558260998,1.0284190549002998,1.1679922604963833
5151 - 5200,gneE47,0.3706582893290524,0.1566350677133107,14.78,14.26,2343.2477588561387,38101.450153697166,11.564084071694786,0.946984637407934,17.404985124409297,16.379262913251868
5151 - 5200,gneE47-n,13.08445938834799,0.027093487902262146,2.52,0.0,84.46264691570825,7569.534734642857,0.5601994427946211,0.12408913145290856,2.9938865427082493,3.2538102229686228
5151 - 5200,gneE48,12.952587560851098,0.01930757593958581,1.84,0.0,62.615344850319325,5533.012803978922,0.4148672926716066,0.0903857558723581,2.1903854323978935,2.378400078752885
5151 - 5200,gneE48-n,0.5719189995849521,0.13116429501699842,12.34,11.68,1889.8995475160161,30906.814867315803,9.328506383611833,0.7649284951965573,14.09063120754374,13.286389089677177
5151 - 5200,gneE49,13.392580483598678,0.019580558095009373,1.04,0.0,17.41722665458408,2034.9090057353612,0.1261058810819109,0.028927000098943684,0.7693250377050102,0.8747209232329447
5151 - 5200,gneE49-n,13.422133146200958,0.011610773922114837,0.6,0.0,14.779728387418315,1641.825810553319,0.10507349979193355,0.02440046253819997,0.627540086705046,0.705750131244488
5151 - 5200,gneE51,5.105571888030081,0.03270280880885009,1.72,1.0,128.10847980980066,2747.932688366467,0.6475171060440423,0.059853369290081886,1.1966142034270189,1.1812749008579586
5151 - 5200,gneE52,5.899628889941871,0.07341400618614688,3.94,1.24,188.88759452004996,7506.013806914069,1.035933677302946,0.13996259662710003,3.106537632293861,3.2265669137774626
5151 - 5200,gneE53,13.251400931992535,0.01940820105028653,0.98,0.0,44.85328340287934,3566.9107516779395,0.2880885047556102,0.06355512242351823,1.4513485506032027,1.5332539569968697
5151 - 5200,gneE53-n,8.997317901086227,0.07240566386471502,3.74,2.46,456.3988658564019,9476.260131669815,2.3008205073046466,0.2181935300036379,4.23761267807715,4.073623480493247
5151 - 5200,gneE54,5.478574474033125,0.036538025626765,3.46,1.08,210.82937348103172,7383.959852644222,1.131437219133245,0.1376810128852225,3.0499263168084667,3.1741221618759408
5151 - 5200,gneE54-n,11.111999999999993,0.002343395136409134,0.2,0.2,32.95555555555556,524.9444444444445,0.16238888888888892,0.013194444444444444,0.24088888888888887,0.22566636717580113
5151 - 5200,gneE55,11.111999999999993,0.0023321797949890856,0.2,0.2,32.95555555555556,524.9444444444445,0.16238888888888892,0.013194444444444444,0.24088888888888887,0.22566636717580113
5151 - 5200,gneE55-n,11.692792862556706,0.019193800723197898,1.82,0.34,44.752809244928685,3211.0926230597343,0.2759400614939954,0.05046810638656494,1.2403646792722878,1.3803197868380517
5151 - 5200,gneE56,9.59773965009702,0.029108076268433942,1.46,1.08,207.47978423278676,4106.793923537927,1.0410686363932686,0.09478686056134956,1.8320765539694763,1.7654235942347387
5151 - 5200,gneE56-n,13.615735359966942,0.014416733735620756,0.76,0.0,35.917436137965566,2791.5746836656235,0.2300448351870834,0.051762051326533554,1.1464590846186227,1.1999699263271193
5151 - 5200,gneE57,4.956664260609837,0.05688093032832081,3.04,1.38,185.333778710027,5610.174254904089,0.9753292342574243,0.11257723828835468,2.377325537785348,2.411638460853224
5151 - 5200,gneE58,2.295050742224548,0.04268923729534859,2.22,1.44,229.29605579792596,4856.378135748373,1.1582210503881405,0.11018526936328384,2.146950455453956,2.0876438701096363
5151 - 5200,gneE59,5.399629437604711,0.1792152745798397,9.44,4.1,663.5116310091826,17145.064398201626,3.4233127469731124,0.3614594446694783,7.404164411401134,7.370180819151837
5151 - 5200,gneE60,3.8132774642838814,0.1366246636304668,7.2,4.9,699.4142918009579,14036.32617804343,3.5131439558698276,0.3161889074308398,6.1841855461779005,6.033925293322742
5151 - 5200,gneE61,8.837284111969279,0.07694003135521893,3.92,2.84,479.4263870171888,9512.268045648145,2.406452706187997,0.2221286768482227,4.274930068320392,4.089115799158343
5151 - 5200,gneE62,5.407786849952296,0.14552662497961297,7.68,3.78,539.6677819199803,14581.23467106968,2.799961616507789,0.3069389878975115,6.288093403168713,6.268042793735656
5151 - 5200,gneE63,13.327659618458311,0.07322567000061599,29.26,0.0,526.4003935798072,61141.87650027977,3.7980345446413137,0.8916910134183977,23.198591354144664,26.28226772268282
5151 - 5200,gneE63-n,4.5818087037733015,0.1797024721951498,71.42,6.9,4361.642021458375,134983.80768833784,22.994989466219618,2.6193893015246306,57.23883273852549,58.02530542266788
5151 - 5200,gneE64,13.22912214968054,0.06566232006441282,26.2,0.0,539.6816115426368,58434.6403347443,3.8080713178207968,0.8778769184327093,22.40223493138978,25.118530097832128
5151 - 5200,gneE64-n,9.636263741022068,0.08147501615270127,32.26,0.44,1350.8714369093236,75633.80006542205,7.910598733874464,1.2898267707951272,30.560139527713996,32.51197252523632
5151 - 5200,gneE65,12.240845823205843,0.04488808242606492,17.92,0.0,395.98746537861285,38708.681517674915,2.695338496467479,0.5721182283938044,14.890427288072154,16.639227807368773
5151 - 5200,gneE65-n,4.492984259288541,0.17172782969212874,68.32,5.42,4221.329352352603,131290.08589442345,22.282558905200382,2.5789483438507665,55.91836858606774,56.43742120493475
5151 - 5200,gneE66,12.593757547002337,0.0704267453941694,28.12,0.0,506.81039226144435,56969.203876043604,3.6173021289581313,0.796033342149343,21.50458341664903,24.488672635921752
5151 - 5200,gneE66-n,10.394436609533157,0.08059855740773035,31.86,0.4,1248.3963519250917,78069.68480980697,7.5072009326778435,1.3307004784304381,31.499892911902666,33.55894341366566
5201 - 5250,gneE32,5.369822836759404,0.19186932221096498,14.8,0.22,1081.5338191140363,34568.42230317766,5.734284279377229,0.6938304551808798,14.843385122524506,14.859811651967432
5201 - 5250,gneE33,4.907389649118966,0.15804058275867092,8.48,0.0,505.6247956314624,16265.947158817566,2.6808989550185034,0.31384736101029687,6.8535895850348245,6.992209573975045
5201 - 5250,gneE34,2.5151631846587463,0.10292966093271812,7.78,5.66,809.4468827798552,15456.99887427759,4.046899196169054,0.3583797095329142,6.870970644282619,6.6446612732279595
5201 - 5250,gneE35,8.853339128767791,0.11317003218575847,8.62,0.06,321.2046586805751,16998.56197569167,1.857612972796135,0.288234850621397,6.899654324056318,7.307021380765
5201 - 5250,gneE36,10.969981410553714,0.12444998703077012,6.9,0.0,265.5706274959946,18819.30620148434,1.6493715874558041,0.31560566304173965,7.581011141554241,8.089620576130478
5201 - 5250,gneE37,3.439647814943084,0.13538657023606704,10.34,6.8,1007.685490468794,21217.995498065786,5.085690512855109,0.47949221588359875,9.363278433913555,9.121130412886163
5201 - 5250,gneE38,7.761206497155249,0.10492599436422782,7.96,0.0,391.91488345370476,16539.15068367602,2.169268169320461,0.29519762307090053,6.822943540122199,7.109582232457741
5201 - 5250,gneE39,10.858823024370865,0.15882656761578967,8.88,0.0,301.1570378854061,21582.51094664184,1.8737741818915448,0.35054608538595444,8.631557743377588,9.277418303309366
5201 - 5250,gneE40,7.2227594316269235,0.18964212637283745,14.5,3.94,1234.6683840718886,42072.71588236843,6.6094511746754,0.8409180463785968,17.966213168510823,18.085600497992417
5201 - 5250,gneE41,8.820712449600055,0.11158061895851007,8.4,0.66,469.78023752925816,18525.96594394704,2.569210485628824,0.3399248043417512,7.693045624185008,7.963655019486918
5201 - 5250,gneE42,11.163177584574841,0.10609668455870207,5.84,0.0,216.06566712060038,16414.561575387117,1.3665145464033281,0.26713503880638045,6.544815986639026,7.0559235838938426
5201 - 5250,gneE44,3.865180471539246,0.14071000850069876,10.74,6.92,1044.5809000989314,23093.48991207769,5.298035126229277,0.5131168249355237,10.137951307184572,9.927330976686834
5201 - 5250,gneE45,3.8368116721782197,0.01793687558034602,0.94,0.66,93.79339439235687,1821.2245827956635,0.46988203372967147,0.042437352979311366,0.8110472002361732,0.7829071456620506
5201 - 5250,gneE45-n,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5201 - 5250,gneE47,0.967059668960782,0.1391426210576146,13.06,9.32,1505.0024390749438,27469.502988102966,7.4972469309380925,0.6546734261661379,12.412823458848301,11.808622778567406
5201 - 5250,gneE47-n,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5201 - 5250,gneE48,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5201 - 5250,gneE48-n,0.9721547663092405,0.10705867088618236,10.04,7.3,1198.5589881605122,21991.34275624051,5.9738027878534945,0.5253245202231753,9.94558160197617,9.453657424540191
5201 - 5250,gneE49,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5201 - 5250,gneE49-n,13.731461023563577,0.00013910057286250474,0.02,0.0,2.2105715145272113,87.75342543120355,0.012117357953940896,0.0016829986962523923,0.03748802001175836,0.03772189965474896
5201 - 5250,gneE51,11.944586563816864,0.07603374349139996,3.98,0.12,123.70968176935774,9530.206839545648,0.7846215593414009,0.1536299446190639,3.766979027440393,4.096634582987251
5201 - 5250,gneE52,10.445749257601268,0.06762686488452756,3.5,0.8,200.22928950633053,8295.69563191732,1.105317259974227,0.1558984647490207,3.4545133811785447,3.5660121533622853
5201 - 5250,gneE53,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5201 - 5250,gneE53-n,6.5430617347223645,0.12008168734906866,6.38,3.34,559.2490982193398,15863.570883486755,2.9216596013270375,0.3431232222919962,6.919612666126577,6.819241436846624
5201 - 5250,gneE54,0.06013195770457614,0.0636672325976231,6.0,5.92,939.233333333333,14960.916666666672,4.628083333333335,0.3760416666666667,6.865333333333336,6.431491464510334
5201 - 5250,gneE54-n,8.157104462241971,0.037465770508385565,3.5,1.22,193.27778429955887,7291.58470171697,1.0503493120713743,0.1420605895807993,3.053704866678453,3.134390651050389
5201 - 5250,gneE55,8.19359523349469,0.03744929599035108,3.48,1.22,186.5163214246618,7063.328818612652,1.0141917584224247,0.13476097166658,2.9380267340633,3.0362756464960547
5201 - 5250,gneE55-n,0.46231028826907256,0.04244482173174874,4.0,3.82,588.5630400958919,9542.09486585366,2.9040756659815865,0.23806192753736788,4.365473418772125,4.102008737388621
5201 - 5250,gneE56,13.768532775810492,0.0005101841310005214,0.04,0.0,4.901705664399642,241.58103787816393,0.028049102619427023,0.004840843913170305,0.10420231730815863,0.1038453144759897
5201 - 5250,gneE56-n,13.767799500696123,0.000760225026607876,0.04,0.0,4.701331348988592,231.24044905710988,0.026879592329853434,0.004573912925969101,0.099360326764456,0.09940043827032052
5201 - 5250,gneE57,10.250909885129811,0.051307074849662404,2.7,0.52,172.21384973091997,6668.544384988465,0.9401313712135395,0.1251937998117516,2.7845277215850825,2.8665692366650757
