Step,Link,Average Link Speed,Average Link Occupancy,Average Running Vehicles,Average Halting Vehicles,Average CO Emission,Average CO2 Emission,Average HC Emission,Average PMx Emission,Average NOx Emission,Average Fuel Consumption
1901 - 1950,gneE51,4.260973727444814,0.05333550695766955,2.78,1.16,192.73117969664682,6666.449614832114,1.0335933709950347,0.13277038093227175,2.8124979184827925,2.86567665725351
1901 - 1950,gneE52,4.76471366601064,0.12222323133292902,6.44,3.04,531.5236504214649,14519.764763509167,2.761170158270988,0.30446888211196066,6.259841917497701,6.24161483377549
1901 - 1950,gneE53,12.645492101814463,0.02742138458691269,1.42,0.0,22.492412743828453,2376.029390377806,0.15688104874275285,0.03139506386041632,0.8899448618258704,1.0213589176624074
1901 - 1950,gneE53-n,12.62573017306775,0.028353348335575936,1.48,0.0,62.97032209120326,4505.573858328059,0.39294682950169374,0.07972638391247189,1.840340921062741,1.9367481480686402
1901 - 1950,gneE54,6.541439216346367,0.0528609850938152,4.98,1.6,247.84679719699838,8265.310443586483,1.3206628063105084,0.15357726685389972,3.4308168795613256,3.552994905085232
1901 - 1950,gneE54-n,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1901 - 1950,gneE55,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1901 - 1950,gneE55-n,3.898792359541353,0.10495500507888363,9.88,5.32,758.9654955680786,17728.67188587536,3.8701473273056393,0.37821423745119853,7.693446340086926,7.621111925947955
1901 - 1950,gneE56,13.766829999451634,0.014632135424552224,0.76,0.0,20.70603687765216,2136.8926456797017,0.14394773555969834,0.033368816876587146,0.8298739119448555,0.9185565864341971
1901 - 1950,gneE56-n,10.369695007573434,0.044426265030605865,2.36,0.18,55.0418208223739,4441.699259020932,0.3533940655548243,0.07109760870970223,1.7608674030820866,1.9092970671780365
1901 - 1950,gneE57,7.625482910125682,0.14527932145178502,7.68,1.88,464.67710425559744,16895.547165265703,2.5120123256354923,0.3318527009145564,7.154814889501423,7.262793892085901
1901 - 1950,gneE58,3.125177776110757,0.08342817615218007,4.34,2.5,382.6893294842033,9921.568563507271,1.9749457454364046,0.20712865949850567,4.265728846995512,4.265005816961904
1901 - 1950,gneE59,3.463511108011604,0.15998661471587458,8.34,5.1,816.079737978045,17324.09654972885,4.122854625695929,0.3946507993422259,7.710926402754215,7.447217277000651
1901 - 1950,gneE60,2.679264685817703,0.09788456625459496,5.18,3.5,579.7084316765839,12986.657616479184,2.942911585097727,0.2873362116371504,5.68873138810863,5.582644466548657
1901 - 1950,gneE61,12.900925335330394,0.019542980219356486,1.02,0.0,54.390622641744514,3841.7294658896217,0.33772846525851785,0.06809967400276984,1.5678733261558266,1.651391155335086
1901 - 1950,gneE62,3.0549585069442884,0.17681959246541537,9.2,5.16,884.9530193616612,19749.105777524328,4.492780154441574,0.4408189915250058,8.712768305111927,8.489648009782353
1901 - 1950,gneE63,12.792381207542546,0.06146570028004701,24.6,0.0,482.0627814742002,52381.72552262822,3.3976077450091258,0.7531147138803166,19.88673000397811,22.516690738497367
1901 - 1950,gneE63-n,10.95912119894024,0.07388573141387403,29.2,0.4,1015.2587672093852,69141.94660760919,6.2258732445345535,1.1185236568134753,27.43572662022888,29.72129771044078
1901 - 1950,gneE64,12.744623087075931,0.04743728169371395,19.04,0.0,420.8826148470647,42891.497067075776,2.9015075874300607,0.642754464739074,16.488473168079096,18.437220603748866
1901 - 1950,gneE64-n,10.502757191835913,0.08234120529930689,32.62,1.34,1257.1893423859844,76659.77344597148,7.506192589914577,1.2845805580910286,30.719179591732768,32.952947582383736
1901 - 1950,gneE65,12.781036824429405,0.06472996716277107,25.9,0.0,481.0145817484364,53760.020548019034,3.423682640549966,0.7640675091137398,20.362220726931096,23.109162462448936
1901 - 1950,gneE65-n,9.622474831592317,0.08981517533554152,35.7,1.38,1424.2623292497374,81415.83533771119,8.374849879667055,1.3994705997726582,32.933148053312806,34.99739994261202
1901 - 1950,gneE66,12.653436462174465,0.06346154925654121,25.38,0.0,512.0249495741488,54076.73912665716,3.5707410252319742,0.7817564386866488,20.58867953799516,23.2453076215941
1901 - 1950,gneE66-n,11.197669525982088,0.07241725669169981,28.72,0.46,967.8938039365452,69505.66418397341,6.019129524514751,1.1298194357571314,27.614912895154667,29.877591269494932
1951 - 2000,gneE32,8.875890353807812,0.11955476246503975,9.18,0.56,307.54800165997517,16491.85943472901,1.7853416940558549,0.2850753283401063,6.7050044442796874,7.0892003896265905
1951 - 2000,gneE33,11.325999338250416,0.14035387522188553,7.82,0.0,287.3571249912058,21825.980302055978,1.8203420325483528,0.37102168065482316,8.81698667533661,9.382037531658932
1951 - 2000,gneE34,5.187434983536441,0.12909177456849544,9.86,5.32,1025.0443271809568,27347.20563820487,5.310621595618507,0.5848496649086861,11.871049478328821,11.755752239828263
1951 - 2000,gneE35,9.70832632338648,0.08057477199731203,6.16,0.08,198.44279989571788,12590.729760402348,1.1946883089079805,0.2014784002838163,5.000828587017529,5.412253319737001
1951 - 2000,gneE36,10.7744621917475,0.09944113610285957,5.5,0.0,196.89060750155957,14532.023184400095,1.234074889559916,0.2354484183323133,5.787849516512706,6.246706395252112
1951 - 2000,gneE37,6.000999760345613,0.09704053965857291,7.38,3.22,642.554748987294,19423.665016018243,3.383127385558741,0.40642254928324417,8.366174983528282,8.349598468838671
1951 - 2000,gneE38,9.81054452970583,0.09385417339473742,7.12,0.48,173.28124857403287,11749.839362311908,1.0610825672839415,0.18506791925971508,4.606462703614643,5.0507866496167155
1951 - 2000,gneE39,11.297305077345989,0.17258979853662257,9.36,0.0,286.0893961988253,22457.763832230437,1.8264772865680965,0.3668677155932331,8.95252588660925,9.653630599710626
1951 - 2000,gneE40,9.991306406252695,0.12196260257311976,9.24,1.06,454.7626067812788,26068.520529703223,2.6844927122387765,0.4782585487894036,10.75336294691116,11.205762693764953
1951 - 2000,gneE41,9.688805165919005,0.08897523839849905,6.72,0.5,147.89809118535328,10802.752057426866,0.9228839730392329,0.1632077791918474,4.190526744203557,4.643672518075683
1951 - 2000,gneE42,11.887336728448192,0.11222986686853155,6.18,0.0,203.47249479253162,16520.008240600957,1.3127681007978316,0.2756666898876059,6.612178170835385,7.101230037210131
1951 - 2000,gneE44,5.6620538527648225,0.11633998677332531,8.9,4.32,824.3494036301705,23345.70539901417,4.301312224161673,0.48369515192168416,10.018927022678234,10.035607920092222
1951 - 2000,gneE45,5.380685902690401,0.022971271898249244,1.18,1.14,190.39298624755043,3089.819730063001,0.9395069297958176,0.07717990880429418,1.4156430943725753,1.3282684098404147
1951 - 2000,gneE45-n,4.650476139073233,0.05052339499370892,2.62,2.28,390.879993203612,6997.451203817361,1.9438863777497313,0.16670125552033824,3.151508655269153,3.0080802565434266
1951 - 2000,gneE47,0.7929431504881174,0.25265045832370986,23.76,17.9,3172.10571770854,55727.46781318322,15.750946370761916,1.3451562781942061,25.279353056791376,23.956267522334983
1951 - 2000,gneE47-n,6.11160761541765,0.0061792061142131385,0.56,0.56,82.3888888888889,1312.3611111111104,0.4059722222222224,0.03298611111111113,0.6022222222222222,0.564165917939503
1951 - 2000,gneE48,6.1115999999999975,0.012240986679404455,1.12,1.12,184.55111111111108,2939.688888888887,0.9093777777777784,0.07388888888888893,1.3489777777777778,1.2637316561844867
1951 - 2000,gneE48-n,0.7139685770315687,0.2684481778234991,25.24,18.98,3397.6200394419575,58509.13062622728,16.84296593280187,1.421794870045596,26.59354314033846,25.152099815902332
1951 - 2000,gneE49,4.529671914172679,0.04332739317081367,2.24,1.7,299.2764798523767,6044.026800234386,1.5042504798838996,0.13683903067015454,2.6736464967978266,2.598198350660041
1951 - 2000,gneE49-n,13.021724251269662,0.01267474976453568,0.66,0.0,25.29315905537961,1975.776989632332,0.1613679148990044,0.03246502276833381,0.7888735871308303,0.8493017168436421
1951 - 2000,gneE51,9.267248950132553,0.054363473963188094,2.86,0.32,51.637280078713005,4349.968768260963,0.334863606160642,0.06146887035072734,1.658817890307893,1.8698779959668865
1951 - 2000,gneE52,8.59777267196799,0.048300240569608716,2.5,0.82,108.03944791353553,5079.579372708933,0.6115260326024994,0.09473945597930572,2.1047047865740787,2.1835123210424756
1951 - 2000,gneE53,13.51640177849858,0.007675527909640775,0.4,0.0,25.38392318939298,1799.0246366601589,0.1583967046105899,0.033935027490352494,0.7481434629824841,0.7733186333225106
1951 - 2000,gneE53-n,6.458313210465897,0.09640924424170563,5.06,2.66,414.0851114343843,11009.130378084274,2.1437541910762237,0.23317627894970283,4.761523025330711,4.732503412353612
1951 - 2000,gneE54,0.42532022669604047,0.07702248714976623,7.28,6.98,1088.6153221076174,17887.71979740649,5.376786189114772,0.4423580018994218,8.15377997278312,7.689666195827341
1951 - 2000,gneE54-n,12.742967003302885,0.020323181137190786,1.92,0.0,58.45501290452913,5141.686130575428,0.3852541082808951,0.08095431369844937,2.018965264721645,2.210190251625655
1951 - 2000,gneE55,13.076978308929606,0.019551746200340718,1.86,0.0,57.07228671305918,5031.133923871852,0.3774840936173782,0.08065519209787932,1.981456887356743,2.1626667893554044
1951 - 2000,gneE55-n,0.6333631696458838,0.12578310302413395,11.86,11.14,1840.1861210285297,30979.410079999263,9.106333999263795,0.7630801926031907,14.104874298154176,13.317555761121112
1951 - 2000,gneE56,13.730283522317386,0.012543712939029955,0.66,0.0,9.90251111460683,1321.8986585644745,0.07480114697051204,0.01790664552280548,0.4907237562641516,0.5682284429246731
