Step,Link,Average Link Speed,Average Link Travel Time,Average Link Occupancy,Average Running Vehicles,Average Halting Vehicles,Average CO Emission,Average CO2 Emission,Average HC Emission,Average PMx Emission,Average NOx Emission,Average Fuel Consumption
1500.0,gneE60,6.719135461317973,47.97746511904742,0.0948435429417278,4.992,2.172,363.10026263640583,10867.841157410005,1.9076096540839147,0.21780466458140302,4.594885836995695,4.671749789120507
5250.0,gneE47-n,12.100663456467565,30.690753570524244,0.01314432613427052,1.232,0.4,70.40355087607958,2772.229162126989,0.38514189937945453,0.05060589040288893,1.1371089086236004,1.1916846860030683
8000.0,gneE49-n,9.353344349878808,24.03703487486139,0.018547543662985163,0.968,0.516,77.20094961597292,1957.953244774876,0.39724019454624204,0.04137862187494083,0.8448094378689458,0.8416701900176247
500.0,gneE35,8.17917437926046,37.383343091942876,0.07665839298454401,5.808,0.364,199.3808284197732,10000.322999790731,1.1403690970269276,0.17079871872254776,4.047933274553744,4.298759339400552
5500.0,gneE40,7.382062759009594,34.945873052684,0.1618900670248817,12.38,4.464,890.0389191252466,30112.02160257788,4.760165265595644,0.6036236242147345,12.807679026876114,12.944122279522675
1500.0,gneE33,9.704984976835759,16.12357452306304,0.1390703588461008,7.62,0.0,284.46677503561494,17211.16669168429,1.6966183462518918,0.2918107548851454,6.957568529180271,7.398379937084031
500.0,gneE64-n,10.497044957901839,95.5288081576674,0.07857510538671368,31.176,0.744,1064.9791348101,69438.9020726374,6.459957073405227,1.1311202335660766,27.62861556693728,29.848971264014104
3750.0,gneE35,6.790700275837875,50.419015182241225,0.12065470044495871,9.18,0.9,438.5903641430328,15784.927333227957,2.3650236150051347,0.2971288189386395,6.611951871063318,6.785400513304339
6250.0,gneE45,9.878638771944008,15.858025077062388,0.015311338530110593,0.792,0.324,53.86381315140575,1676.7473017972468,0.2842944288055675,0.0324448909651329,0.697653348507566,0.7207822607968656
9500.0,gneE65,12.765475970788827,78.01451696171598,0.06971915636054477,27.864,0.0,563.5123739255589,60126.334612869534,3.952681355329318,0.882145873327225,22.975561059923145,25.845749820339158
